COD-APPLIC|ENTE|COD-PRESIDIO|ANNO-INIZ-VAL|DESCR-PRESIDIO|COD-COMUNE|DESCR-COMUNE|PROVINCIA|INDIRIZZO|CAP|NR-TELEFONICO|DATA-APERTURA|DATA-CHIUSURA|TIPO-1|TIPO-2|TIPO-3|TIPO-4|S01|S02|S03|S04|S05|S06|S07|S08|S09|S10|S11|PRESIDIO-SPORT|PRESENZA-STS14|RAPPORTO-SSN|INT-EXTRA|PRIV-CONV|COD-IST|OLD-ENTE|OLD-COD-PREST|FLAG-ULT-OP|USER|DATA-ULT-OP|SPECIFICA-S05|LABOR-PUBB|GG-APERTURA|GG-CHIUSURA|S12|EROGANTEAMB
STS-ID|303|008535|2015|CDD LA MAGNOLIA CASA DI GINO|013075|COMO|CO|Via Oltrecolle, n. 36|22100|031282175|201401|000000|||X|||||||||||X||||2|2|4|||||||||27|00||0
STS-ID|303|008536|2015|CSS S. PIO|013087|DIZZASCO|CO|VIA ROMA N. 33|22020|031821193|201401|000000||||X|||||||||||X|||2|2|2|||||||||27|00||0
STS-ID|303|008537|2015|CENTRO MEDICO VILLA ROMANO' SRL|013118|INVERIGO|CO|PIAZZA GIOVANNI XXIII, 2|22044|031605213|201309|000000|X||||X|X|||||||||||X|2|2|2|||||||||01|00||1
STS-ID|303|008538|2015|SERVIZIO RIABILITAZIONE AISM COMO - AISM ONLUS|013075|COMO|CO|VIA PASQUALE PAOLI 26|22100|031523358|201309|000000|X||||X|||||||||||||2|2|4|||||||||01|00||1
STS-ID|303|008539|2015|DALLA CRISALIDE ALLA FARFALLA|013055|CASSINA RIZZARDI|CO|VIA MONTE GRAPPA N. 130|22070|031927681|201401|000000||||X||||||||||X||||2|2|4|||||||||27|00||0
STS-ID|303|008543|2015|C.D.C. NEW S.R.L.|013075|COMO|CO|VIALE VARESE 79|22100|031262136|201404|000000|X||||X|X|||||||||||X|2|2|2|||||||||30|00||1
STS-ID|303|009401|2015|CENTRO DI MEDICINA DELLO SPORT EUPILIO|013097|EUPILIO|CO|VIA PROVINCIALE 26|22030|03665655986|199501|000000|X||||X|||||||||||X||2|2|2|||||||||01|00||1
STS-ID|303|009402|2015|STUDIO MEDICO SPORTIVO VARESINO SAS|013075|COMO|CO|VIA RECCHI 7|22100|031 570795|200209|000000|X||||X|||||||||||X|X|2|2|2|||||||||01|00||1
STS-ID|303|009501|2015|CMS CENTRO MEDICO SPORTIVO|013201|ROVELLASCA|CO|VIA DANTE ALIGHIERI, 72|22069|0296343794|199501|000000|X||||X|X||||||||||X||2|2|4|||||||||01|00||1
STS-ID|303|009601|2015|RSA IL RONCO|013050|CASASCO D'INTELVI|CO|VIA DEL CARMINE, 21|22022|031817988|199501|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|303|009701|2015|SERVIZIO MEDICINA SPORT|013075|COMO|CO|VIA CASTELNUOVO, 1|22100|031370658|199501|000000|X||||X|X||||||||||X|X|1|2|0|||||||||01|00||1
STS-ID|303|009802|2015|RSA CASA ALBERGO PER PERSONE ANZIANE ONLUS|013133|LOMAZZO|CO|VIA DEL LAGHETTO, 9|22074|0296370129|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|303|009803|2015|CDI RSA CASA ALBERGO PER PERSONE ANZIANE ONLUS|013133|LOMAZZO|CO|VIA DEL LAGHETTO 9|22074|0296370129|200101|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|303|010001|2015|RSD VILLA SANTA MARIA|013222|TAVERNERIO|CO|VIA IV NOVEMBRE, 15|22038|031426042|199601|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|303|010003|2015|CDI NPIA VILLA SANTA MARIA|013222|TAVERNERIO|CO|VIA IV NOVEMBRE, 15|22038|031426042|200410|000000|||X||||||X|||||||||2|2|2|||||||2||01|00||1
STS-ID|303|010004|2015|NPIA VILLA SANTA MARIA|013222|TAVERNERIO|CO|VIA IV NOVEMBRE, 15|22038|031426042|200706|000000||||X|||||X|||||||||2|2|2|||||||2||01|00||1
STS-ID|303|010005|2015|VILLA SANTA MARIA|013222|TAVERNERIO|CO|VIA IV NOVEMBRE 15|22038|031426042|201505|000000||X|||X||||X|||||||||2|2|2|||||||2||01|00||1
STS-ID|303|010011|2015|CDI FONDAZIONE RSA GARIBALDI POGLIANI ONLUS|013043|CAPIAGO INTIMIANO|CO|VIA CAMUZIO, 6|22063|031560170|199909|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|303|010013|2015|FONDAZIONE PORTA SPINOLA|013143|MARIANO COMENSE|CO|VIA S. STEFANO, 28|22066|031748035|200001|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|303|010014|2015|CDI FONDAZIONE PORTA SPINOLA|013143|MARIANO COMENSE|CO|VIA S. STEFANO N. 28|22066|031748035|200110|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|303|010018|2015|COOPERATIVA SOCIALE SIM-PATIA|013232|VALMOREA|CO|VIA PARINI, 180|22070|031806030|199905|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|303|010019|2015|CDD COOPERATIVA SOCIALE SIM-PATIA|013232|VALMOREA|CO|VIA PARINI, 180|22070|031806030|200804|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|303|010020|2015|COMUNITA' PSICHIATRICA PETRARCA|013102|FINO MORNASCO|CO|VIA OBERDAN, 6|22076|031800014|200003|000000||||X|||||X|||||||||2|2|2|||||||1||01|00||0
STS-ID|303|010021|2015|CENTRO DIURNO VILLA SAN BENEDETTO|013004|ALBESE CON CASSANO|CO|VIA ROMA, 16|22032|0314291511|200110|000000|||X||||||X|||||||||2|1|3|030037||||||1||01|00||0
STS-ID|303|010022|2015|ANFASS ONLUS|013111|GRANDOLA ED UNITI|CO|VIA CASCINELLO ROSSO, 1|22010|034430704|200204|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|303|010023|2015|COMUNITA' PSICHIATRICA CASA QUATTRO VENTI|013232|VALMOREA|CO|VIA LEOPARDI, 43|22070|031807899|200204|000000||||X|||||X|||||||||2|2|2|||||||1||01|00||0
STS-ID|303|010030|2015|ASS. AMICIZIA ONLUS VILLA SALUS|013252|TREMEZZINA|CO|VIA STATALE, 101|22016|034455238-02860340|200009|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|303|010031|2015|CONSULTORIO FAMILIARE LA FAMIGLIA ONLUS|013075|COMO|CO|VIA SIRTORI, 1|22100|031271313|200209|000000||X|||X|||X||||||||||2|2|4|||||||||01|00||0
STS-ID|303|010032|2015|CONSULTORIO FAMILIARE COMO 2|013075|COMO|CO|VIA CASTELNUOVO 1|22100|031370683|200110|000000||X|||X|||X|||||||||X|1|2|0|||||||||01|00||0
STS-ID|303|010033|2015|COMUNITA' CASA SAN GIUSEPPE|013003|ALBAVILLA|CO|VIA MANZONI, 10|22031|031627370|200103|000000||||X|||||X|||||||||2|2|2|||||||1||01|00||0
STS-ID|303|010034|2015|CONSULTORIO FAMILIARE LA CASA DI ERBA ONLUS|013095|ERBA|CO|VIA LEOPARDI, 16|22036|0313338253|200601|000000||X|||X|||X||||||||||2|2|4|||||||||01|00||0
STS-ID|303|010035|2015|CONSULTORIO FAMILIARE ICARUS|013075|COMO|CO|VIALE VARESE, 83|22100|031242816|201001|000000||X|||X|||X|||||||||X|2|2|2|||||||||11|00||0
STS-ID|303|010036|2015|CONSULTORIO FAMILIARE DECANALE DI CANTU'|013041|CANTU'|CO|VIA ALESSANDRO VOLTA, 11|22063|0313515126|201106|000000||X|||X|||X||||||||||2|2|4|||||||||28|00||0
STS-ID|303|010401|2015|CDD DOMASO|013089|DOMASO|CO|P.ZZA DELLA CHIESA, 3|22013|034496178|199501|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|303|010501|2015|CDD PORLEZZA|013189|PORLEZZA|CO|VIA A PORLEZZA 10|22019|034430274|199501|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|303|010801|2015|CONSULTORIO FAMILIARE MENAGGIO|013145|MENAGGIO|CO|VIA DIAZ, 12|22017|0344369105|199501|000000||X|||X|||X|||||||||X|1|2|0|||||||||01|00||0
STS-ID|303|011701|2015|R.S.A. VILLA SAN FERMO|013206|SAN FERMO DELLA BATTAGLIA|CO|VIA BIGNAMI, 6|22020|031536041|199501|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|303|012101|2015|RSA CROCE DI MALTA SRL|013042|CANZO|CO|VIA BRUSA 20|22035|031673111|199707|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|303|012201|2015|CDI GIUSEPPINA PRINA|013095|ERBA|CO|PIAZZA PRINA 1|22035|0313332111|199612|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|303|012202|2015|CDI GIUSEPPINA PRINA DUE|013095|ERBA|CO|PIAZZA PRINA, 1|22036|0313332111|200805|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|303|020001|2015|HOSPICE IL GELSO C/O FONDAZIONE GIUSEPPINA PRINA|013095|ERBA|CO|PIAZZA PRINA, 1|22036|0313332157|200512|000000||||X||||||||||||||2|2|4|||||||||01|00|X|0
STS-ID|303|020002|2015|HOSPICE SAN MARTINO|013075|COMO|CO|VIA CASTELNUOVO,1|22100|0314491185|200412|000000||||X||||||||||||||2|2|2|||||||||30|00|X|0
STS-ID|303|031137|2015|CENTRO DIURNO LA QUERCIA|013075|COMO|CO|VIA CASTELNUOVO 1|22100|0313314910|200907|000000|||X||||||X|||||||||2|2|2|||||||1||08|00||0
STS-ID|304|000101|2015|CONSULTORIO FAMILIARE|019021|CASALMAGGIORE|CR|VIA AZZO PORZIO      73|26041|0375284172|199501|000000||X|||X|||X||||||||||1|2|0|||||||||01|00||0
STS-ID|304|000201|2015|CONSULTORIO FAMILIARE|019036|CREMONA|CR|VICOLO MAURINO, 12|26100|0372497798|199501|000000||X|||X|||X||||||||||1|2|0|||||||||01|00||0
STS-ID|304|000202|2015|AMB.DEL CONSULTORIO FAMILIARE|019098|SORESINA|CR|VIA INZANI, 4|26015|0374342085|199501|000000||X|||X|||X||||||||||1|2|0|||||||||01|00||0
STS-ID|304|000301|2015|CONSULTORIO FAMILIARE|019035|CREMA|CR|VIA MANINI, 21|26013|0373203615|199501|000000||X|||X|||X||||||||||1|2|0|||||||||01|00||0
STS-ID|304|000302|2015|KRIKOS SOC COOP SOCIALE ONLUS CONSULTORIO KAPPADUE|019035|CREMA|CR|VIA DELLA FIERA 12|26013|037383105|201011|000000||X|||X|||X||||||||||2|2|4|||||||||01|00||0
STS-ID|304|000303|2015|ASSOCIAZIONE INSIEME PER LA FAMIGLIA CONSULTORIO DIOCESANO|019035|CREMA|CR|VIA FRECAVALLI 16|26013|037382723|201011|000000||X|||X|||X||||||||||2|2|4|||||||||01|00||0
STS-ID|304|000395|2015|POLO SANITARIO NUOVO ROBBIANI|019036|CREMONA|CR|VIA INZANI 4 |22601|0374415511|201401|000000|X||||X|X||||||||||||2|2|2|||||||||01|00||1
STS-ID|304|000401|2015|SERVIZIO DIPENDENZE|019036|CREMONA|CR|VIA POSTUMIA, 23/G|26100|0372497548|199501|000000||X|||X|||||X|X|||||||1|2|0|||||||||01|00||0
STS-ID|304|000402|2015|SERVIZIO DIPENDENZE|019021|CASALMAGGIORE|CR|VIA ROMANI, 52|26041|037541644|199501|000000||X|||X|||||X|X|||||||1|2|0|||||||||01|00||0
STS-ID|304|000403|2015|SERVIZIO DIPENDENZE|019035|CREMA|CR|VIA MEDAGLIE D'ORO, 9|26013|0373893611|199501|000000||X|||X|||||X|X|||||||1|2|0|||||||||01|00||0
STS-ID|304|000601|2015|CENTRO MED. DIAGN. S.LORENZO|019035|CREMA|CR|VIA MEDAGLIE D'ORO, 2|26013|0373256104|199509|000000|X||||X|X|X||||||||||X|2|2|2|||||||||01|00||1
STS-ID|304|000801|2015|FISIOKINESITERAPIA SANITAS|019097|SONCINO|CR|VIA BROLO, 10|26029|037485133|199510|000000|X||||X|||||||||||||2|2|2|||||||||01|00||1
STS-ID|304|000802|2015|SANITAS DIAGNOSTICA|019035|CREMA|CR|VIA STAZIONE, 4|26013|037381786|200109|000000|X||||X|X|||||||||||X|2|2|2|||||||||01|00||1
STS-ID|304|000901|2015|CENTRO MED. SPORT. S.AGOSTINO|019036|CREMONA|CR|PIAZZA VIDA 9|26100|037224588|199501|000000|X||||X|X|X|||||||||X||2|2|2|||||||||01|00||1
STS-ID|304|001001|2015|MEDICINA SPORT S.MARTINO|019097|SONCINO|CR|VIA BROLO, 12/A|26029|037483056|199501|000000|X||||X|X|X|||||||||X||2|2|2|||||||||01|00||1
STS-ID|304|001101|2015|CENTRO MED.SPORT.CITTA'CREMA|019035|CREMA|CR|VIA KENNEDY, 45|26013|037381445|199808|000000|X||||X|X|X|||||||||X||2|2|4|||||||||01|00||1
STS-ID|304|001201|2015|C.D.D. CREMA|019035|CREMA|CR|VIA DESTI, 25|26013|0373280552|199501|000000|||X|||||||||||X||||1|2|0|||||||||01|00||0
STS-ID|304|001202|2015|CDD CREMONA|019036|CREMONA|CR|VIA MINCIO 25|26100|037228403|199501|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|001203|2015|C.D.D. CREMONA|019036|CREMONA|CR|VIA PLATANI 20|26100|037237591|199501|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|001204|2015|C.D.D. CREMONA|019036|CREMONA|CR|VIA TOFANE 10|26100|0372454980|199607|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|001205|2015|C.D.D. COOP. SOC. L'OASI|019076|PIZZIGHETTONE|CR|VIA SORESINA|26026|0372727319|199501|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|001206|2015|CDD SORESINA|019098|SORESINA|CR|VIA L. DA VINCI|26015|0372341122|199501|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|001207|2015|CDD COOPERATIVA LO SCRICCIOLO|019043|FIESCO|CR|VIA NOLI 9|26010|0374370974|199601|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|001208|2015|C.D.D. DI PESSINA|019070|PESSINA CREMONESE|CR|VIA MAGRINI, 5|26030|037223103|199908|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|001209|2015|CDD S.FEDERICI-COOPERATIVA SOC|019021|CASALMAGGIORE|CR|VIA ROMANI, 56|26041|037542436|200109|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|001210|2015|CSS OASI 2|019076|PIZZIGHETTONE|CR|VIA SORESINA|26026|0372727319|200612|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|001211|2015|CDI ANNI AZZURRI|019051|GRUMELLO CREMONESE ED UNITI|CR|VIA MARTIRI LIBERTA' 3|26023|037270148|200612|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|001212|2015|C.D.D. IL PORTICO COOP.AGORA'|019031|CINGIA DE' BOTTI|CR|VIDICETO|26042|037596433|200612|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|001301|2015|CASA DI CURA ANCELLE DELLA CAR|019036|CREMONA|CR|VIA ASELLI, 14|26100|0371535711|199501|000000|X||||X|X|X|||||||||||2|1|3|030217||||||||01|00||1
STS-ID|304|001302|2015|HOSPICE CURE PALLIATIVE|019036|CREMONA|CR|VIA ASELLI 14|26100|0372535711|201301|000000||||X||||||||||||||2|1|4|030217||||||||01|00|X|0
STS-ID|304|001401|2015|CASA DI CURA FIGLIE S.CAMILLO|019036|CREMONA|CR|VIA FABIO FILZI, 56|26100|0372421111|199501|000000|X||||X|X|X|||||||||||2|1|4|030219||||||||01|00||1
STS-ID|304|001501|2015|CASA DI CURA S.CAMILLO|019036|CREMONA|CR|VIA MANTOVA, 113|26100|0372567111|199501|000000|X||||X|X|X|||||||||||2|1|4|030218||||||||01|00||1
STS-ID|304|001502|2015|HOSPICE CURE PALLIATIVE|019036|CREMONA|CR|VIA MANTOVA 113|26100|0372567111|201301|000000||||X||||||||||||||2|1|4|030218||||||||01|00|X|0
STS-ID|304|001601|2015|ASS. TENDA DI CRISTO-TENDA2|019090|SAN GIOVANNI IN CROCE|CR|VIA OSELINE, 2|26037|037591852|199501|000000||||X||||||X||||||||2|2|4|||||||||01|00||0
STS-ID|304|001602|2015|ASS.TENDA DI CRISTO-TENDA3|019083|RIVAROLO DEL RE ED UNITI|CR|VIA GIALDINE, 10|26036|0375535163|199501|000000||||X|||||||X|||||||2|2|4|||||||||01|00||0
STS-ID|304|001603|2015|ASS.TENDA DI CRISTO-TENDA4|019071|PIADENA|CR|VIA FAVORITA, 11|26034|0375980698|199501|000000||||X||||||X||||||||2|2|4|||||||||01|00||0
STS-ID|304|001701|2015|COMUNITA' S.FRANCESCO|019026|CASTELVERDE|CR|VIA PIAVE,34 -LOC.MARZALENGO|26022|0372427181|199501|000000||||X||||||X||||||||2|2|4|||||||||01|00||0
STS-ID|304|001801|2015|ASS. S.GIOVANNI|019036|CREMONA|CR|VIA CROCE GRANDE, 22|26100|0372460928|199510|000000||||X||||||X||||||||2|2|4|||||||||01|00||0
STS-ID|304|002001|2015|ASS. COOP. SOC. FUXIA|019100|SPINADESCO|CR|VIA ROMA, 108|26020|0372491769|199501|000000|||X|||||||X||||||||2|2|4|||||||||01|00||0
STS-ID|304|002002|2015|CENTRO RESIDENZIALE FUXIA|019100|SPINADESCO|CR|VIA P. NUVOLONE 11|26020|0372491769|200203|000000||||X||||||X||||||||2|2|2|||||||||01|00||0
STS-ID|304|002201|2015|COOP. DI BESSIMO|019045|GABBIONETA BINANUOVA|CR|VIA GARIBALDI, 58|26030|0372844320|199501|000000||||X||||||X||||||||2|2|2|||||||||01|00||0
STS-ID|304|002301|2015|ASS. LA ZOLLA|019036|CREMONA|CR|VIA SAN SAVINO 42|26100|0372453311|199610|000000||||X||||||X||||||||2|2|4|||||||||01|00||0
STS-ID|304|002401|2015|CENTRO ACC. BUON PASTORE|019081|RIPALTA CREMASCA|CR|VIA DON C.VALDAMERI-FRAZ.ZAPPELLO|26010|0373268220|199702|000000||||X||||||X|X|||||||2|2|4|||||||||01|00||0
STS-ID|304|002501|2015|COMUNITA'PAPA GIOVANNI XXIII|019010|CAMISANO|CR|VIA TRIESTE, 33|26010|05415471|199702|000000||||X||||||X||||||||2|2|2|||||||||01|00||0
STS-ID|304|002601|2015|COMUNITA'IL CUORE DI CREMA|019035|CREMA|CR|VIA CANOSSA, 7|26013|0373257107|199702|000000||||X||||||X||||||||2|2|4|||||||||01|00||0
STS-ID|304|002801|2015|COOP.SOC. L'ADDOLORATA|019025|CASTELLEONE|CR|VILLA CA'NOVE-FRAZ. S.LATINO|26012|037457988|199905|000000||||X||||||X||||||||2|2|4|||||||||01|00||0
STS-ID|304|002901|2015|FONDAZ. OSP. GIUSEPPE ARAGONA|019090|SAN GIOVANNI IN CROCE|CR|VIA GRASSELLI BARNI, 4|26037|0375313101|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|002902|2015|FONDAZ. OSP. GIUSEPPE ARAGONA|019090|SAN GIOVANNI IN CROCE|CR|VIA BARNI, 47|26037|0375313101|199501|000000|X||||X|X|X||||||||||X|2|2|4|||||||||01|00||1
STS-ID|304|002903|2015|FONDAZ. OSP. GIUSEPPE ARAGONA|019090|SAN GIOVANNI IN CROCE|CR|VIA BARNI, 4|26037|0375313101|199901|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003001|2015|FONDAZIONE GERMANI|019031|CINGIA DE' BOTTI|CR|VIA GURATA, 11|26042|0375960211|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003002|2015|FONDAZIONE GERMANI|019031|CINGIA DE' BOTTI|CR|VIA PIEVE GURATA, 11|26042|0375960211|200001|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003003|2015|RSD CINGIA DE' BOTTI|019031|CINGIA DE' BOTTI|CR|VIA PIEVE GURATA 11|26042|0375960211|200710|000000||||X|||||||||||X|||2|2|4|||||||||01|00||0
STS-ID|304|003101|2015|FONDAZIONE CONTE CARLO BUSI|019021|CASALMAGGIORE|CR|VIA FORMIS, 4|26041|037543644|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003102|2015|FONDAZIONE CONTE CARLO BUSI|019021|CASALMAGGIORE|CR|VIA FORMIS, 4|26041|037543644|199901|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003103|2015|CSS FONDAZIONE CONTE CARLO BUSI|019021|CASALMAGGIORE|CR|VIA FORMIS 4|26041|0375200913|200604|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|003201|2015|CASA RIPOSO S.VINCENZO|019071|PIADENA|CR|VIA CAVOUR, 1|26034|0375380165|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003301|2015|FOND. OPERA PIA LUIGI MAZZA ONLUS|019076|PIZZIGHETTONE|CR|VIA PORTA SOCCORSO, 25|26026|0372745065|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003302|2015|MAVIS SERVIZI S.R.L.|019076|PIZZIGHETTONE|CR|VIA PORTA SOCCORSO, 25|26026|0372745065|199501|000000|X||||X|||||||||||||2|2|4|||||||||01|00||1
STS-ID|304|003303|2015|CDI P MAZZA FONDAZIONE OP LUIGI MAZZA|019076|PIZZIGHETTONE|CR|VIA PORTA SOCCORSO 25|26026|0372745065|200508|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003401|2015|CASA SOGGIORNO NOLLI-PIGOLI|019095|SESTO ED UNITI|CR|V.LE EUROPA, 1|26028|037276017|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003501|2015|CASA RIPOSO MORI|019103|STAGNO LOMBARDO|CR|LARGO MORI, 2|26049|037257027|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003601|2015|CASA RIPOSO BEVILACQUA RIZZI|019003|ANNICCO|CR|VIA OBERDAN, 15|26021|0374369135|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003701|2015|FONDAZIONE OP SS REDENTORE|019026|CASTELVERDE|CR|VIA CARDINALI, 15|26022|0372427016|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003703|2015|RSD FONDAZIONE OP SS REDENTORE|019026|CASTELVERDE|CR|VIA GARDINALI 15|26022|0372427016|200701|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|003704|2015|CDI FONDAZIONE OPERA PIA SS RENDENTORE|019026|CASTELVERDE|CR|VIA GARDINALI 15|26022|0372427016|201109|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003801|2015|OSPEDALE CARITA' CASA RIPOSO|019016|CASALBUTTANO ED UNITI|CR|VIA MARCONI, 1|26011|0374361118|199501|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003802|2015|OSP. CARITA' CASA RIPOSO|019016|CASALBUTTANO ED UNITI|CR|VIA MARCONI, 1|26011|0374361118|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|003901|2015|CASA RIPOSO CONIUGI PREYER|019022|CASALMORANO|CR|VIA PREYER, 20|26020|037474140|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004001|2015|CREMONA SOLIDALE RSA SOMENZI|019036|CREMONA|CR|VIA BRESCIA, 207|26100|0372533511|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004002|2015|CREMONA SOLIDALE|019036|CREMONA|CR|VIA BRESCIA, 207|26100|0372533511|199906|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004003|2015|CSS CREMONA SOLIDALE|019036|CREMONA|CR|VIA CATTARO 1|26100|0372533511|200604|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|004004|2015|CDI ALZHEIMER CREMONA SOLIDALE|019036|CREMONA|CR|VIA BRESCIA 209|26100|0372533511|200411|000000|||X||||||||||X|||||2|2|4|||||||||14|00||0
STS-ID|304|004006|2015|CREMONA SOLIDALE RSA MAINARDI|019036|CREMONA|CR|VIA BRESCIA 207|26100|0372533511|201204|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004007|2015|CREMONA SOLIDALE RSA AZZOLINI|019036|CREMONA|CR|VIA BRESCIA 207|26100|0372533511|201204|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004101|2015|FOND.CASA RIPOSO ROBECCO D'O.|019085|ROBECCO D'OGLIO|CR|VIA MAZZINI, 31|26010|0372920911|199601|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004102|2015|CDI FONDAZ.CASA RIPOSO ROBECCO OGLIO|019085|ROBECCO D'OGLIO|CR|VIA MAZZINI 31|26010|0372920911|200607|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004201|2015|FOND.IST.VISMARA DE' PETRI|019088|SAN BASSANO|CR|VIA VISMARA, 10|26020|0374373165|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004202|2015|FOND.IST.VISMARA DE'PETRI|019088|SAN BASSANO|CR|VIA VISMARA, 10|26020|0374373165|199707|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004203|2015|RSD FONDAZIONE VISMARA DE' PETRI|019088|SAN BASSANO|CR|VIA C. VISMARA 10|26020|0374373165|200710|000000||||X|||||||||||X|||2|2|4|||||||||01|00||0
STS-ID|304|004204|2015|CPM SANTA LUCIA 2|019088|SAN BASSANO|CR|VIA VISMARA 10|26020|0374373165|201201|000000||||X|||||X|||||||||1|2|0|||||||1||01|00||0
STS-ID|304|004205|2015|CRM SANTA LUCIA 1|019088|SAN BASSANO|CR|VIA VISMARA 10|26020|0374373165|201201|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|304|004301|2015|RSA A FONDAZIONE ISTITUTO OSPEDALIERO DI SOSPIRO|019099|SOSPIRO|CR|P.ZZA LIBERTA', 2|26048|03726201|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004302|2015|CDI ALZHEIMER IST. OSP. SOSPIRO|019099|SOSPIRO|CR|PIAZZA LIBERTA' 2|26048|03726201|200401|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004303|2015|RSD ISTITUTO OSPEDALIERO DI SOSPIRO|019099|SOSPIRO|CR|PIAZZA LIBERTA 2|26048|03726201|200701|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|304|004304|2015|RSD FONDAZIONE ISTITUTO OSPADALIERO DI SOSPIRO|019099|SOSPIRO|CR|PIAZZA LIBERTA 2|26048|03726201|201201|000000||||X|||||||||||X|||2|2|4|||||||||01|00||0
STS-ID|304|004305|2015|RSA B FONDAZIONE ISTITUTO OSPEDALIERO SOSPIRO|019036|CREMONA|CR|VIA BRESCIA 207|26100|03726201|201206|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|304|004401|2015|FOND. E.E F.SOLDI ONLUS|019113|VESCOVATO|CR|VIA GARIBALDI, 93|26039|0372818068|199501|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
